Aluguel,Extras,Localização,Tamanho,Quartos,Banheiros,Link,Bairro
R$ 2.700 /mês,0.0,"Avenida Praia de Pirangi - Ponta Negra, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS2700-id-2687092635/,Ponta Negra
R$ 2.050 /mês,0.0,"Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2050-id-2743680746/,Ponta Negra
R$ 1.800 /mês,0.0,"Rua Joaquim Eduardo de Farias, 209 - Ponta Negra, Natal - RN",56,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS1800-id-2728887320/,Ponta Negra
R$ 1.400 /mês,0.0,"Ponta Negra, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-65m2-aluguel-RS1400-id-2747301700/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Lúcia Viveiros, 255 - Neópolis, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-57m2-aluguel-RS2500-id-2745025313/,Neópolis
R$ 2.600 /mês,0.0,"Dix-sept Rosado, Natal - RN",76,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-dix-sept-rosado-bairros-natal-com-garagem-76m2-aluguel-RS2600-id-2741564492/,Dix-sept Rosado
"R$ 1.100 /mês
Preço abaixo do mercado",0.0,"Rua Tenente Petronilo Diogo Silva, 425 - Bom Pastor, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-pastor-bairros-natal-com-garagem-55m2-aluguel-RS1100-id-2745296610/,Bom Pastor
R$ 2.500 /mês,0.0,"Avenida Engenheiro Roberto Freire, 6303 - Ponta Negra, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-venda-RS300000-id-2707498821/,Ponta Negra
R$ 1.500 /mês,0.0,"Avenida dos Caiapós, 1945 - Cidade Satelite, Natal - RN",51,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-satelite-bairros-natal-com-garagem-51m2-aluguel-RS1500-id-2650007162/,Cidade Satelite
R$ 3.000 /mês,0.0,"Rua Alfredo Dias de Figueiredo, 1125 - Ponta Negra, Natal - RN",61,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-61m2-aluguel-RS3000-id-2739093314/,Ponta Negra
R$ 2.250 /mês,0.0,"Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2250-id-2569534902/,Ponta Negra
R$ 2.590 /mês,0.0,"Rua Poeta Jorge Fernandes, 2205 - Ponta Negra, Natal - RN",64,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-64m2-aluguel-RS2590-id-2739978051/,Ponta Negra
R$ 1.799 /mês,480.0,"Ponta Negra, Natal - RN",53,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-53m2-aluguel-RS1799-id-2733188546/,Ponta Negra
R$ 1.300 /mês,0.0,"Avenida Moema Tinoco da Cunha Lima, 885 - Pajuçara, Natal - RN",49,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-49m2-aluguel-RS1300-id-2737151168/,Pajuçara
R$ 3.000 /mês,0.0,"Avenida Praia de Ponta Negra, 9119 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS3000-id-2703031886/,Ponta Negra
R$ 1.600 /mês,0.0,"Rua Felipe Camarão, 313 - Ribeira, Natal - RN",53,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ribeira-bairros-natal-com-garagem-53m2-aluguel-RS1600-id-2741964357/,Ribeira
R$ 2.100 /mês,0.0,"Avenida das Brancas Dunas, 65 - Candelária, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-56m2-aluguel-RS2100-id-2744490705/,Candelária
R$ 1.470 /mês,0.0,"Rua Vila do Mar, 118 - Ponta Negra, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-47m2-aluguel-RS1470-id-2682084797/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Historiador Francisco Fausto de Souza - Capim Macio, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2747255494/,Capim Macio
R$ 1.400 /mês,720.0,"Rua Desembargador José Gomes da Costa, 1887 - Capim Macio, Natal - RN",72,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-72m2-aluguel-RS1400-id-2739968196/,Capim Macio
R$ 1.750 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-36m2-aluguel-RS1750-id-2745244366/,Lagoa Nova
R$ 3.000 /mês,0.0,"Rua Doutor Aderson Dutra de Almeida, 214 - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS3000-id-2727582134/,Ponta Negra
R$ 2.200 /mês,0.0,"Rua Barão de Lucena, 62 - Candelária, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-56m2-aluguel-RS2200-id-2741116120/,Candelária
R$ 1.300 /mês,370.0,"Rua Edson Teixeira da Silva - Ponta Negra, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS1300-id-2730390072/,Ponta Negra
R$ 2.200 /mês,0.0,"Rua José Mauro de Vasconcelos, 1915 - Capim Macio, Natal - RN",80,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-80m2-aluguel-RS2200-id-2731481877/,Capim Macio
R$ 1.800 /mês,600.0,"Avenida Amintas Barros - Nossa Senhora de Nazaré, Natal - RN",80,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-nossa-senhora-de-nazare-bairros-natal-com-garagem-80m2-aluguel-RS1800-id-2740272934/,Nossa Senhora de Nazaré
R$ 1.600 /mês,350.0,"Rua Henrique de Araújo Góes, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-36m2-aluguel-RS1600-id-2746342019/,Lagoa Nova
R$ 1.400 /mês,0.0,"Avenida Hermes da Fonseca, 1288 - Tirol, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-70m2-aluguel-RS1400-id-2746457702/,Tirol
R$ 1.750 /mês,0.0,"Avenida Almirante Alexandrino de Alencar, 900 - Lagoa Seca, Natal - RN",52,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-52m2-aluguel-RS1750-id-2738651062/,Lagoa Seca
"R$ 1.550 /mês
Preço abaixo do mercado",717.0,"Rua Presidente Quaresma, 954 - Lagoa Seca, Natal - RN",98,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-lagoa-seca-bairros-natal-com-garagem-98m2-aluguel-RS1550-id-2745248668/,Lagoa Seca
R$ 1.100 /mês,0.0,"Rua Antônio Farache, 0 - Capim Macio, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-55m2-aluguel-RS1100-id-2556806090/,Capim Macio
R$ 2.800 /mês,0.0,"Ponta Negra, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS2800-id-2727436940/,Ponta Negra
R$ 2.200 /mês,0.0,"Rua Samaria, 3632 - Candelária, Natal - RN",70,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-70m2-aluguel-RS2200-id-2737020611/,Candelária
R$ 1.950 /mês,0.0,"Rua Amaro Mesquita - Lagoa Nova, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-40m2-aluguel-RS1950-id-2746543308/,Lagoa Nova
R$ 2.200 /mês,0.0,"Rua Ministro Mirabeau da Cunha Melo - Candelária, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-55m2-aluguel-RS2200-id-2732287119/,Candelária
R$ 3.000 /mês,0.0,"Rua Neuza Farache, 1875 - Capim Macio, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-56m2-aluguel-RS3000-id-2714012803/,Capim Macio
R$ 1.130 /mês,410.0,"Rua Sebastião Barreto - Neópolis, Natal - RN",80,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-neopolis-bairros-natal-com-garagem-80m2-aluguel-RS1130-id-2738016741/,Neópolis
R$ 2.199 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2199-id-2692442460/,Capim Macio
R$ 2.200 /mês,0.0,"Avenida Prudente de Morais - Petrópolis, Natal - RN",58,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-petropolis-bairros-natal-com-garagem-58m2-aluguel-RS2200-id-2741709994/,Petrópolis
R$ 3.000 /mês,0.0,"Rua Joaquim Eduardo de Farias - Ponta Negra, Natal - RN",83,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-83m2-aluguel-RS3000-id-2746239901/,Ponta Negra
R$ 1.400 /mês,0.0,"Neópolis, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-56m2-aluguel-RS1400-id-2747739399/,Neópolis
R$ 2.800 /mês,0.0,"Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2800-id-2746370302/,Ponta Negra
R$ 1.650 /mês,0.0,"Rua Contador Manoel Raimundo de Aguiar, 1845 - Lagoa Nova, Natal - RN",53,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-53m2-aluguel-RS1650-id-2746542112/,Lagoa Nova
"R$ 1.400 /mês
Preço abaixo do mercado",0.0,"Capim Macio, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-60m2-aluguel-RS1400-id-2743394897/,Capim Macio
R$ 2.200 /mês,0.0,"Rua José Mauro de Vasconcelos, 1915 - Capim Macio, Natal - RN",78,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-78m2-aluguel-RS2200-id-2734524859/,Capim Macio
R$ 2.200 /mês,0.0,"Tirol, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-65m2-venda-RS350000-id-2672245461/,Tirol
R$ 2.500 /mês,0.0,"Avenida Praia de Ponta Negra - Ponta Negra, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2500-id-2746281983/,Ponta Negra
R$ 1.699 /mês,0.0,"Avenida dos Caiapós, 121/123 - Pitimbu, Natal - RN",49,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-49m2-aluguel-RS1699-id-2733150218/,Pitimbu
R$ 2.195 /mês,0.0,"Rua José Mauro de Vasconcelos, 1915 - Capim Macio, Natal - RN",67,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-67m2-aluguel-RS2195-id-2708246594/,Capim Macio
R$ 2.700 /mês,0.0,"Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN",58,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-58m2-aluguel-RS2700-id-2742075557/,Candelária
R$ 3.000 /mês,0.0,"Rua Francisco Simplício, 145 - Ponta Negra, Natal - RN",95,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-95m2-aluguel-RS3000-id-2729087503/,Ponta Negra
R$ 2.250 /mês,0.0,"Rua Humberto Monte, 1894 - Capim Macio, Natal - RN",68,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2250-id-2747792414/,Capim Macio
R$ 1.550 /mês,0.0,"Rua Alto da Boa Vista, 425 - Ponta Negra, Natal - RN",70,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-70m2-aluguel-RS1550-id-2738385618/,Ponta Negra
R$ 2.450 /mês,0.0,"Rua Alice Azevedo, 30 - Capim Macio, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-57m2-aluguel-RS2450-id-2743248279/,Capim Macio
R$ 2.290 /mês,0.0,"Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN",62,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-62m2-aluguel-RS2290-id-2660464957/,Capim Macio
R$ 1.750 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-36m2-aluguel-RS1750-id-2743000735/,Lagoa Nova
R$ 2.700 /mês,0.0,"Rua Professor Pedro Pinheiro de Souza, 95 - Ponta Negra, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS2700-id-2745190234/,Ponta Negra
R$ 1.500 /mês,0.0,"Rua Contador Manoel Raimundo de Aguiar, 1845 - Lagoa Nova, Natal - RN",45,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-45m2-aluguel-RS1500-id-2699960113/,Lagoa Nova
R$ 700 /mês,1000.0,"Rua Doutor Paulo Viveiros, 558 - Petrópolis, Natal - RN",70,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-70m2-aluguel-RS700-id-2745247705/,Petrópolis
"R$ 1.800 /mês
Preço abaixo do mercado",608.0,"Rua Lúcia Viveiros, 649 - Neópolis, Natal - RN",72,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-neopolis-bairros-natal-com-garagem-72m2-venda-RS410000-id-2737889130/,Neópolis
R$ 2.300 /mês,0.0,"Passagem Bom Pastor, 56 - Bom Pastor, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-pastor-bairros-natal-com-garagem-60m2-aluguel-RS1100-id-2736932839/,Bom Pastor
R$ 2.000 /mês,0.0,"Rua Sérgio Severo, 1135 - Lagoa Nova, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-55m2-aluguel-RS1950-id-2740251465/,Lagoa Nova
R$ 1.900 /mês,591.0,"Rua Jundiaí, 429 - Tirol, Natal - RN",90,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-90m2-aluguel-RS2300-id-2743296614/,Tirol
R$ 1.600 /mês,0.0,"Avenida Poços de Caldas, 800 - Ponta Negra, Natal - RN",45,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-45m2-aluguel-RS1500-id-2747731440/,Ponta Negra
R$ 1.400 /mês,0.0,"Rua da Lagosta - Ponta Negra, Natal - RN",52,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-52m2-aluguel-RS2000-id-2729728017/,Ponta Negra
R$ 2.000 /mês,0.0,"Petrópolis, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-com-garagem-56m2-aluguel-RS3000-id-2738650630/,Petrópolis
R$ 2.500 /mês,940.0,"Avenida Governador Sílvio Pedroza, 228 - Areia Preta, Natal - RN",48,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-areia-preta-bairros-natal-com-garagem-48m2-aluguel-RS1750-id-2499833901/,Areia Preta
R$ 2.100 /mês,450.0,"Tirol, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-57m2-aluguel-RS2000-id-2746370493/,Tirol
"R$ 1.200 /mês
Preço abaixo do mercado",724.0,"Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-75m2-aluguel-RS2000-id-2741814161/,Candelária
R$ 2.200 /mês,0.0,"Rua Jundiaí, 429 - Tirol, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-57m2-aluguel-RS2500-id-2718112072/,Tirol
R$ 1.800 /mês,0.0,"Rua Tenente Petronilo Diogo Silva, 425 - Bom Pastor, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bom-pastor-bairros-natal-com-garagem-55m2-aluguel-RS1100-id-2700871688/,Bom Pastor
R$ 1.750 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",41,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-41m2-aluguel-RS1200-id-2745251605/,Lagoa Nova
R$ 2.150 /mês,0.0,"Morro Branco, Natal - RN",59,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morro-branco-bairros-natal-com-garagem-59m2-aluguel-RS1900-id-2733814480/,Morro Branco
"R$ 1.468 /mês
Preço abaixo do mercado",728.0,"Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-75m2-aluguel-RS2000-id-2741413360/,Candelária
R$ 2.300 /mês,356.0,"Lagoa Seca, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-50m2-aluguel-RS1474-id-2746391108/,Lagoa Seca
"R$ 800 /mês
Preço abaixo do mercado",0.0,"Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2000-id-2730456675/,Ponta Negra
"R$ 1.300 /mês
Preço abaixo do mercado",0.0,"Avenida Hermes da Fonseca, 1288 - Tirol, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-70m2-aluguel-RS1700-id-2746530406/,Tirol
R$ 1.400 /mês,0.0,"Rua Joaquim Eduardo de Farias - Ponta Negra, Natal - RN",83,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-83m2-aluguel-RS3000-id-2746239901/,Ponta Negra
R$ 1.400 /mês,306.0,"Avenida dos Caiapós, 123 - Pitimbu, Natal - RN",49,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-49m2-aluguel-RS1400-id-2747880348/,Pitimbu
R$ 2.400 /mês,0.0,"Rua Professor Pedro Pinheiro de Souza, 95 - Ponta Negra, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-54m2-aluguel-RS1999-id-2718965339/,Ponta Negra
R$ 2.180 /mês,0.0,"Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS2000-id-2736573942/,Ponta Negra
R$ 3.000 /mês,0.0,"Capim Macio, Natal - RN",84,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-84m2-aluguel-RS2100-id-2743790762/,Capim Macio
R$ 550 /mês,0.0,"Rua Vereador Manoel Sátiro - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2600-id-2733091139/,Ponta Negra
R$ 1.900 /mês,0.0,"Rua dos Pajeús - Alecrim, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alecrim-bairros-natal-54m2-aluguel-RS1200-id-2720510134/,Alecrim
R$ 4.800 /mês,0.0,"Rua Doutor Nizário Gurgel, 65 - Tirol, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-54m2-venda-RS280000-id-2577354673/,Tirol
R$ 1.700 /mês,0.0,"Rua Professor Pedro Pinheiro de Souza, 95 - Ponta Negra, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS2500-id-2739967892/,Ponta Negra
"R$ 2.500 /mês
Preço abaixo do mercado",0.0,"Rua Joaquim Fagundes, 1288 - Tirol, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-70m2-aluguel-RS1600-id-2745249793/,Tirol
R$ 1.100 /mês,600.0,"Avenida Interventor Mário Câmara - Dix-sept Rosado, Natal - RN",75,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-dix-sept-rosado-bairros-natal-com-garagem-75m2-aluguel-RS2100-id-2732390082/,Dix-sept Rosado
R$ 2.800 /mês,0.0,"Rua Alcindo Dias de Oliveira, 1855 - Capim Macio, Natal - RN",90,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-90m2-aluguel-RS1750-id-2694398200/,Capim Macio
R$ 250 /dia,0.0,"Rua Doutor Vicente Farache, 365 - Morro Branco, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-morro-branco-bairros-natal-com-garagem-65m2-aluguel-RS2200-id-2693070017/,Morro Branco
R$ 3.700 /mês,0.0,"Rua Professora Francisca Ivone Cavalcanti, 75 - Ponta Negra, Natal - RN",54,1 Quarto,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS2700-id-2739969645/,Ponta Negra
R$ 2.100 /mês,0.0,"Rua Alberto Maranhão - Tirol, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-75m2-aluguel-RS2500-id-2745822698/,Tirol
R$ 3.000 /mês,0.0,"Rua Doutor Manoel Augusto Bezerra de Araújo, 4896 - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS3000-id-2745243596/,Ponta Negra
"R$ 2.750 /mês
Preço abaixo do mercado",0.0,"Rua Doutor Vicente Farache, 365 - Tirol, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-75m2-aluguel-RS2500-id-2746541133/,Tirol
R$ 3.200 /mês,550.0,"Cidade da Esperança, Natal - RN",75,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-da-esperanca-bairros-natal-com-garagem-75m2-aluguel-RS1908-id-2727461669/,Cidade da Esperança
R$ 4.500 /mês,500.0,"Rua Praia de Porto Mirim, 9073 - Ponta Negra, Natal - RN",40,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-40m2-aluguel-RS2000-id-2743356292/,Ponta Negra
R$ 1.800 /mês,698.0,"Tirol, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-56m2-aluguel-RS1800-id-2741257560/,Tirol
R$ 2.000 /mês,400.0,"Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS2000-id-2737997236/,Ponta Negra
